Source,Year,Series,Target,Value
Mali,2020,Major trading partner 1 (% of imports),Senegal,19
Mali,2010,Major trading partner 2 (% of exports),Switzerland,12.1
Mali,2015,Major trading partner 2 (% of exports),Switzerland,15
Mali,2020,Major trading partner 2 (% of exports),Switzerland,31.7
Mali,2010,Major trading partner 2 (% of imports),Ivory Coast,7.9
Mali,2015,Major trading partner 2 (% of imports),Ivory Coast,9.8
Mali,2020,Major trading partner 2 (% of imports),Ivory Coast,13.5
Mali,2010,Major trading partner 3 (% of exports),Australia,0
Mali,2015,Major trading partner 3 (% of exports),Australia,0.2
Mali,2020,Major trading partner 3 (% of exports),Australia,6
Mali,2010,Major trading partner 3 (% of imports),China,9.9
Mali,2015,Major trading partner 3 (% of imports),China,15.6
Mali,2020,Major trading partner 3 (% of imports),China,10.8
Malta,2010,Major trading partner 1 (% of exports),Germany,10.4
Malta,2015,Major trading partner 1 (% of exports),Germany,9.6
Malta,2020,Major trading partner 1 (% of exports),Germany,13.4
Malta,2010,Major trading partner 1 (% of imports),United Kingdom,8.3
Malta,2015,Major trading partner 1 (% of imports),United Kingdom,6.8
Malta,2020,Major trading partner 1 (% of imports),United Kingdom,18.5
Malta,2010,Major trading partner 2 (% of exports),Italy,5.4
Malta,2015,Major trading partner 2 (% of exports),Italy,4
Malta,2020,Major trading partner 2 (% of exports),Italy,7.7
Malta,2010,Major trading partner 2 (% of imports),Italy,24.6
Malta,2015,Major trading partner 2 (% of imports),Italy,21.3
Malta,2020,Major trading partner 2 (% of imports),Italy,16.9
Malta,2010,Major trading partner 3 (% of exports),France,9.8
Malta,2015,Major trading partner 3 (% of exports),France,6.8
Malta,2020,Major trading partner 3 (% of exports),France,7.3
Malta,2010,Major trading partner 3 (% of imports),Germany,6.8
Malta,2015,Major trading partner 3 (% of imports),Germany,6.2
Malta,2020,Major trading partner 3 (% of imports),Germany,6.6
Marshall Islands,2015,Major trading partner 1 (% of exports),Malaysia,6.8
Marshall Islands,2020,Major trading partner 1 (% of exports),Malaysia,16.1
Marshall Islands,2020,Major trading partner 1 (% of imports),Areas nes,77.7
Marshall Islands,2010,Major trading partner 2 (% of exports),Thailand,33.6
Marshall Islands,2015,Major trading partner 2 (% of exports),Thailand,14
Marshall Islands,2020,Major trading partner 2 (% of exports),Thailand,15.6
Marshall Islands,2010,Major trading partner 2 (% of imports),China,24.3
Marshall Islands,2015,Major trading partner 2 (% of imports),China,29.6
Marshall Islands,2020,Major trading partner 2 (% of imports),China,15.8
Marshall Islands,2010,Major trading partner 3 (% of exports),United States,12.9
Marshall Islands,2015,Major trading partner 3 (% of exports),United States,20.5
Marshall Islands,2020,Major trading partner 3 (% of exports),United States,14.8
Marshall Islands,2010,Major trading partner 3 (% of imports),Brazil,0.3
Marshall Islands,2015,Major trading partner 3 (% of imports),Brazil,0.5
Marshall Islands,2020,Major trading partner 3 (% of imports),Brazil,2.1
Mauritania,2010,Major trading partner 1 (% of exports),China,39.4
Mauritania,2015,Major trading partner 1 (% of exports),China,31.7
Mauritania,2020,Major trading partner 1 (% of exports),China,38.6
Mauritania,2010,Major trading partner 1 (% of imports),United Arab Emirates,12.1
Mauritania,2015,Major trading partner 1 (% of imports),United Arab Emirates,12.1
Mauritania,2020,Major trading partner 1 (% of imports),United Arab Emirates,13.3
Mauritania,2010,Major trading partner 2 (% of exports),Spain,7.2
Mauritania,2015,Major trading partner 2 (% of exports),Spain,9.2
Mauritania,2020,Major trading partner 2 (% of exports),Spain,15.2
Mauritania,2010,Major trading partner 2 (% of imports),Spain,4.7
Mauritania,2015,Major trading partner 2 (% of imports),Spain,3.5
Mauritania,2020,Major trading partner 2 (% of imports),Spain,11.4
Mauritania,2010,Major trading partner 3 (% of exports),Japan,6.8
Mauritania,2015,Major trading partner 3 (% of exports),Japan,5.6
Mauritania,2020,Major trading partner 3 (% of exports),Japan,8.4
Mauritania,2010,Major trading partner 3 (% of imports),China,6.3
Mauritania,2015,Major trading partner 3 (% of imports),China,5.2
Mauritania,2020,Major trading partner 3 (% of imports),China,10.7
Mauritius,2010,Major trading partner 1 (% of exports),South Africa,4.5
Mauritius,2015,Major trading partner 1 (% of exports),South Africa,8.6
Mauritius,2020,Major trading partner 1 (% of exports),South Africa,11.8
Mauritius,2010,Major trading partner 1 (% of imports),China,13.3
Mauritius,2015,Major trading partner 1 (% of imports),China,18.2
Mauritius,2020,Major trading partner 1 (% of imports),China,16.6
Mauritius,2010,Major trading partner 2 (% of exports),France,16.2
Mauritius,2015,Major trading partner 2 (% of exports),France,11.9
Mauritius,2020,Major trading partner 2 (% of exports),France,11.4
Mauritius,2010,Major trading partner 2 (% of imports),United Arab Emirates,0.9
Mauritius,2015,Major trading partner 2 (% of imports),United Arab Emirates,1.5
Mauritius,2020,Major trading partner 2 (% of imports),United Arab Emirates,12.3
Mauritius,2010,Major trading partner 3 (% of exports),United Kingdom,23.7
Mauritius,2015,Major trading partner 3 (% of exports),United Kingdom,13.1
Mauritius,2020,Major trading partner 3 (% of exports),United Kingdom,10
Mauritius,2010,Major trading partner 3 (% of imports),India,22.3
Mauritius,2015,Major trading partner 3 (% of imports),India,18.1
Mauritius,2020,Major trading partner 3 (% of imports),India,9.5
Mexico,2010,Major trading partner 1 (% of exports),United States,80.1
Mexico,2015,Major trading partner 1 (% of exports),United States,81.3
Mexico,2020,Major trading partner 1 (% of exports),United States,79.1
Mexico,2010,Major trading partner 1 (% of imports),United States,48.2
Mexico,2015,Major trading partner 1 (% of imports),United States,47.4
Mexico,2020,Major trading partner 1 (% of imports),United States,43.9
Mexico,2010,Major trading partner 2 (% of exports),Canada,3.6
Mexico,2015,Major trading partner 2 (% of exports),Canada,2.8
Mexico,2020,Major trading partner 2 (% of exports),Canada,2.6
Mexico,2010,Major trading partner 2 (% of imports),China,15.1
Mexico,2015,Major trading partner 2 (% of imports),China,17.7
Mexico,2020,Major trading partner 2 (% of imports),China,19.2
Mexico,2020,Major trading partner 3 (% of exports),Americas n.e.s,2.1
Mexico,2010,Major trading partner 3 (% of imports),Republic of Korea,4.2
Mexico,2015,Major trading partner 3 (% of imports),Republic of Korea,3.7
Mexico,2020,Major trading partner 3 (% of imports),Republic of Korea,3.8
Micronesia (Fed. States of),2010,Major trading partner 1 (% of exports),Thailand,30.6
Micronesia (Fed. States of),2015,Major trading partner 1 (% of exports),Thailand,50.3
Micronesia (Fed. States of),2020,Major trading partner 1 (% of exports),Thailand,79.8
Micronesia (Fed. States of),2010,Major trading partner 1 (% of imports),United States,48.7
Micronesia (Fed. States of),2015,Major trading partner 1 (% of imports),United States,23.7
Micronesia (Fed. States of),2020,Major trading partner 1 (% of imports),United States,40.6
Micronesia (Fed. States of),2010,Major trading partner 2 (% of exports),China,3.8
Micronesia (Fed. States of),2015,Major trading partner 2 (% of exports),China,5.6
Micronesia (Fed. States of),2020,Major trading partner 2 (% of exports),China,6.6
Micronesia (Fed. States of),2010,Major trading partner 2 (% of imports),China,2.7
Micronesia (Fed. States of),2015,Major trading partner 2 (% of imports),China,7.2
Micronesia (Fed. States of),2020,Major trading partner 2 (% of imports),China,14.6
Micronesia (Fed. States of),2010,Major trading partner 3 (% of exports),Japan,10.4
Micronesia (Fed. States of),2015,Major trading partner 3 (% of exports),Japan,18.7
Micronesia (Fed. States of),2020,Major trading partner 3 (% of exports),Japan,4.7
Micronesia (Fed. States of),2010,Major trading partner 3 (% of imports),Japan,8.7
Micronesia (Fed. States of),2015,Major trading partner 3 (% of imports),Japan,12.5
Micronesia (Fed. States of),2020,Major trading partner 3 (% of imports),Japan,12.1
Mongolia,2010,Major trading partner 1 (% of exports),China,81.8
Mongolia,2015,Major trading partner 1 (% of exports),China,83.5
Mongolia,2020,Major trading partner 1 (% of exports),China,88.9
Mongolia,2010,Major trading partner 1 (% of imports),China,41.5
Mongolia,2015,Major trading partner 1 (% of imports),China,35.8
Mongolia,2020,Major trading partner 1 (% of imports),China,33.2
Mongolia,2010,Major trading partner 2 (% of exports),United Kingdom,2.1
Mongolia,2015,Major trading partner 2 (% of exports),United Kingdom,7.2
Mongolia,2020,Major trading partner 2 (% of exports),United Kingdom,3.8
Mongolia,2010,Major trading partner 2 (% of imports),Russian Federation,26.8
Mongolia,2015,Major trading partner 2 (% of imports),Russian Federation,26.9
Mongolia,2020,Major trading partner 2 (% of imports),Russian Federation,28.2
Mongolia,2010,Major trading partner 3 (% of exports),Singapore,0
Mongolia,2015,Major trading partner 3 (% of exports),Singapore,0.6
Mongolia,2020,Major trading partner 3 (% of exports),Singapore,2
Mongolia,2010,Major trading partner 3 (% of imports),Japan,4.6
Mongolia,2015,Major trading partner 3 (% of imports),Japan,7.2
Mongolia,2020,Major trading partner 3 (% of imports),Japan,9.6
Montenegro,2010,Major trading partner 1 (% of exports),Serbia,28.2
Montenegro,2015,Major trading partner 1 (% of exports),Serbia,22.1
Montenegro,2020,Major trading partner 1 (% of exports),Serbia,28.3
Montenegro,2010,Major trading partner 1 (% of imports),Serbia,26.2
Montenegro,2015,Major trading partner 1 (% of imports),Serbia,28.1
Montenegro,2020,Major trading partner 1 (% of imports),Serbia,19.8
Montenegro,2010,Major trading partner 2 (% of exports),Slovenia,6.2
Montenegro,2015,Major trading partner 2 (% of exports),Slovenia,3.8
Montenegro,2020,Major trading partner 2 (% of exports),Slovenia,10
Montenegro,2010,Major trading partner 2 (% of imports),China,5.4
Montenegro,2015,Major trading partner 2 (% of imports),China,10.3
Montenegro,2020,Major trading partner 2 (% of imports),China,10.4
Montenegro,2010,Major trading partner 3 (% of exports),Areas nes,0.1
Montenegro,2015,Major trading partner 3 (% of exports),Areas nes,9.5
Montenegro,2020,Major trading partner 3 (% of exports),Areas nes,7.1
Montenegro,2010,Major trading partner 3 (% of imports),Germany,7.1
Montenegro,2015,Major trading partner 3 (% of imports),Germany,6.3
Montenegro,2020,Major trading partner 3 (% of imports),Germany,9.7
Montserrat,2010,Major trading partner 1 (% of exports),United States,28.5
Montserrat,2015,Major trading partner 1 (% of exports),United States,48.3
Montserrat,2020,Major trading partner 1 (% of exports),United States,27.3
Montserrat,2010,Major trading partner 1 (% of imports),United States,68.5
Montserrat,2015,Major trading partner 1 (% of imports),United States,37
Montserrat,2020,Major trading partner 1 (% of imports),United States,65.5
Montserrat,2010,Major trading partner 2 (% of exports),France,25.9
Montserrat,2015,Major trading partner 2 (% of exports),France,6.5
Montserrat,2020,Major trading partner 2 (% of exports),France,22
Montserrat,2010,Major trading partner 2 (% of imports),United Kingdom,5.6
Montserrat,2015,Major trading partner 2 (% of imports),United Kingdom,3.6
Montserrat,2020,Major trading partner 2 (% of imports),United Kingdom,7.8
Montserrat,2010,Major trading partner 3 (% of exports),Antigua and Barbuda,2.5
Montserrat,2015,Major trading partner 3 (% of exports),Antigua and Barbuda,0.8
Montserrat,2020,Major trading partner 3 (% of exports),Antigua and Barbuda,16.2
Montserrat,2015,Major trading partner 3 (% of imports),Egypt,0.1
Montserrat,2020,Major trading partner 3 (% of imports),Egypt,4.4
Morocco,2010,Major trading partner 1 (% of exports),Spain,17
Morocco,2015,Major trading partner 1 (% of exports),Spain,22.5
Morocco,2020,Major trading partner 1 (% of exports),Spain,24.1
Morocco,2010,Major trading partner 1 (% of imports),Spain,10.6
Morocco,2015,Major trading partner 1 (% of imports),Spain,14.4
Morocco,2020,Major trading partner 1 (% of imports),Spain,15.6
Morocco,2010,Major trading partner 2 (% of exports),France,22.5
Morocco,2015,Major trading partner 2 (% of exports),France,20.6
Morocco,2020,Major trading partner 2 (% of exports),France,21.6
Morocco,2010,Major trading partner 2 (% of imports),France,15.6
Morocco,2015,Major trading partner 2 (% of imports),France,12.4
Morocco,2020,Major trading partner 2 (% of imports),France,12.2
Morocco,2010,Major trading partner 3 (% of exports),Italy,4.5
Morocco,2015,Major trading partner 3 (% of exports),Italy,4.4
Morocco,2020,Major trading partner 3 (% of exports),Italy,4.7
Morocco,2010,Major trading partner 3 (% of imports),China,8.4
Morocco,2015,Major trading partner 3 (% of imports),China,8.2
Morocco,2020,Major trading partner 3 (% of imports),China,10.1
Mozambique,2010,Major trading partner 1 (% of exports),India,1.4
Mozambique,2015,Major trading partner 1 (% of exports),India,20.2
Mozambique,2020,Major trading partner 1 (% of exports),India,27.6
Mozambique,2010,Major trading partner 1 (% of imports),South Africa,34.4
Mozambique,2015,Major trading partner 1 (% of imports),South Africa,30
Mozambique,2020,Major trading partner 1 (% of imports),South Africa,26.1
Mozambique,2010,Major trading partner 2 (% of exports),Netherlands,52.7
Mozambique,2015,Major trading partner 2 (% of exports),Netherlands,20.9
Mozambique,2020,Major trading partner 2 (% of exports),Netherlands,21.2
Mozambique,2010,Major trading partner 2 (% of imports),China,3.6
Mozambique,2015,Major trading partner 2 (% of imports),China,7.9
Mozambique,2020,Major trading partner 2 (% of imports),China,11.8
Mozambique,2010,Major trading partner 3 (% of exports),South Africa,20.8
Mozambique,2015,Major trading partner 3 (% of exports),South Africa,21
Mozambique,2020,Major trading partner 3 (% of exports),South Africa,17.2
Mozambique,2010,Major trading partner 3 (% of imports),United Arab Emirates,1.3
Mozambique,2015,Major trading partner 3 (% of imports),United Arab Emirates,7.2
Mozambique,2020,Major trading partner 3 (% of imports),United Arab Emirates,7.6
Myanmar,2010,Major trading partner 1 (% of exports),China,2.9
Myanmar,2015,Major trading partner 1 (% of exports),China,39.5
Myanmar,2020,Major trading partner 1 (% of exports),China,31.8
Myanmar,2010,Major trading partner 1 (% of imports),China,19.8
Myanmar,2015,Major trading partner 1 (% of imports),China,38
Myanmar,2020,Major trading partner 1 (% of imports),China,36.3
Myanmar,2010,Major trading partner 2 (% of exports),Thailand,35.8
Myanmar,2015,Major trading partner 2 (% of exports),Thailand,29.3
Myanmar,2020,Major trading partner 2 (% of exports),Thailand,17.8
Myanmar,2010,Major trading partner 2 (% of imports),Singapore,23.1
Myanmar,2015,Major trading partner 2 (% of imports),Singapore,21.6
Myanmar,2020,Major trading partner 2 (% of imports),Singapore,13.7
Myanmar,2010,Major trading partner 3 (% of exports),Japan,2.5
Myanmar,2015,Major trading partner 3 (% of exports),Japan,3.8
Myanmar,2020,Major trading partner 3 (% of exports),Japan,7.3
Myanmar,2010,Major trading partner 3 (% of imports),Thailand,9.6
Myanmar,2015,Major trading partner 3 (% of imports),Thailand,11.6
Myanmar,2020,Major trading partner 3 (% of imports),Thailand,10.7
Namibia,2010,Major trading partner 1 (% of exports),China,2.9
Namibia,2015,Major trading partner 1 (% of exports),China,3.4
Namibia,2020,Major trading partner 1 (% of exports),China,34.1
Namibia,2010,Major trading partner 1 (% of imports),South Africa,72.4
Namibia,2015,Major trading partner 1 (% of imports),South Africa,63.7
Namibia,2020,Major trading partner 1 (% of imports),South Africa,36.2
Namibia,2010,Major trading partner 2 (% of exports),South Africa,29
Namibia,2015,Major trading partner 2 (% of exports),South Africa,19.5
Namibia,2020,Major trading partner 2 (% of exports),South Africa,14.5
Namibia,2010,Major trading partner 2 (% of imports),Zambia,1.3
Namibia,2015,Major trading partner 2 (% of imports),Zambia,2.1
Namibia,2020,Major trading partner 2 (% of imports),Zambia,19.1
Namibia,2010,Major trading partner 3 (% of exports),Botswana,0.7
Namibia,2015,Major trading partner 3 (% of exports),Botswana,22.3
Namibia,2020,Major trading partner 3 (% of exports),Botswana,8
Namibia,2010,Major trading partner 3 (% of imports),Areas nes,0.4
Namibia,2015,Major trading partner 3 (% of imports),Areas nes,0.7
Namibia,2020,Major trading partner 3 (% of imports),Areas nes,6.5
Nepal,2010,Major trading partner 1 (% of exports),India,65.3
Nepal,2015,Major trading partner 1 (% of exports),India,63.5
Nepal,2020,Major trading partner 1 (% of exports),India,70.4
Nepal,2010,Major trading partner 1 (% of imports),India,63.6
Nepal,2015,Major trading partner 1 (% of imports),India,60.6
Nepal,2020,Major trading partner 1 (% of imports),India,69.7
Nepal,2010,Major trading partner 2 (% of exports),United States,6.3
Nepal,2015,Major trading partner 2 (% of exports),United States,10.7
Nepal,2020,Major trading partner 2 (% of exports),United States,10.3
Nepal,2010,Major trading partner 2 (% of imports),China,11
Nepal,2015,Major trading partner 2 (% of imports),China,13.9
Nepal,2020,Major trading partner 2 (% of imports),China,13.9
Nepal,2010,Major trading partner 3 (% of exports),Germany,4.1
Nepal,2015,Major trading partner 3 (% of exports),Germany,4.1
Nepal,2020,Major trading partner 3 (% of exports),Germany,2.9
Nepal,2010,Major trading partner 3 (% of imports),United Arab Emirates,3.8
Nepal,2015,Major trading partner 3 (% of imports),United Arab Emirates,4
Nepal,2020,Major trading partner 3 (% of imports),United Arab Emirates,3.2
Netherlands,2010,Major trading partner 1 (% of exports),Germany,22.2
Netherlands,2015,Major trading partner 1 (% of exports),Germany,23.5
Netherlands,2020,Major trading partner 1 (% of exports),Germany,22
Netherlands,2010,Major trading partner 1 (% of imports),Germany,15.5
Netherlands,2015,Major trading partner 1 (% of imports),Germany,17.6
Netherlands,2020,Major trading partner 1 (% of imports),Germany,17.7
Netherlands,2010,Major trading partner 2 (% of exports),Belgium,9.9
Netherlands,2015,Major trading partner 2 (% of exports),Belgium,10.5
Netherlands,2020,Major trading partner 2 (% of exports),Belgium,10.3
Netherlands,2010,Major trading partner 2 (% of imports),China,9.3
Netherlands,2015,Major trading partner 2 (% of imports),China,8.7
Netherlands,2020,Major trading partner 2 (% of imports),China,10.5
Netherlands,2010,Major trading partner 3 (% of exports),France,8.1
Netherlands,2015,Major trading partner 3 (% of exports),France,7.9
Netherlands,2020,Major trading partner 3 (% of exports),France,7.7
Netherlands,2010,Major trading partner 3 (% of imports),Belgium,8.4
Netherlands,2015,Major trading partner 3 (% of imports),Belgium,10.2
Netherlands,2020,Major trading partner 3 (% of imports),Belgium,9.8
New Caledonia,2010,Major trading partner 1 (% of exports),China,3.5
New Caledonia,2015,Major trading partner 1 (% of exports),China,35.7
New Caledonia,2020,Major trading partner 1 (% of exports),China,60.8
New Caledonia,2010,Major trading partner 1 (% of imports),France,22.3
New Caledonia,2015,Major trading partner 1 (% of imports),France,25.7
New Caledonia,2020,Major trading partner 1 (% of imports),France,41.9
New Caledonia,2010,Major trading partner 2 (% of exports),Republic of Korea,11.6
New Caledonia,2015,Major trading partner 2 (% of exports),Republic of Korea,15.1
New Caledonia,2020,Major trading partner 2 (% of exports),Republic of Korea,13.8
New Caledonia,2010,Major trading partner 2 (% of imports),Australia,9.7
New Caledonia,2015,Major trading partner 2 (% of imports),Australia,5.7
New Caledonia,2020,Major trading partner 2 (% of imports),Australia,12.7
New Caledonia,2010,Major trading partner 3 (% of exports),Japan,18.8
New Caledonia,2015,Major trading partner 3 (% of exports),Japan,15.9
New Caledonia,2020,Major trading partner 3 (% of exports),Japan,11.4
New Caledonia,2010,Major trading partner 3 (% of imports),Singapore,12.9
New Caledonia,2015,Major trading partner 3 (% of imports),Singapore,8.2
New Caledonia,2020,Major trading partner 3 (% of imports),Singapore,12.4
New Zealand,2010,Major trading partner 1 (% of exports),China,11.1
New Zealand,2015,Major trading partner 1 (% of exports),China,17.6
New Zealand,2020,Major trading partner 1 (% of exports),China,27.8
New Zealand,2010,Major trading partner 1 (% of imports),China,16
New Zealand,2015,Major trading partner 1 (% of imports),China,19.6
New Zealand,2020,Major trading partner 1 (% of imports),China,22.6
New Zealand,2010,Major trading partner 2 (% of exports),Australia,23
New Zealand,2015,Major trading partner 2 (% of exports),Australia,17
New Zealand,2020,Major trading partner 2 (% of exports),Australia,13.6
New Zealand,2010,Major trading partner 2 (% of imports),Australia,18.2
New Zealand,2015,Major trading partner 2 (% of imports),Australia,11.9
New Zealand,2020,Major trading partner 2 (% of imports),Australia,12.1
New Zealand,2010,Major trading partner 3 (% of exports),United States,8.6
New Zealand,2015,Major trading partner 3 (% of exports),United States,11.8
New Zealand,2020,Major trading partner 3 (% of exports),United States,11
New Zealand,2010,Major trading partner 3 (% of imports),United States,10.4
New Zealand,2015,Major trading partner 3 (% of imports),United States,11.8
New Zealand,2020,Major trading partner 3 (% of imports),United States,9.7
Nicaragua,2010,Major trading partner 1 (% of exports),United States,32.8
Nicaragua,2015,Major trading partner 1 (% of exports),United States,53.7
Nicaragua,2020,Major trading partner 1 (% of exports),United States,61.7
Nicaragua,2010,Major trading partner 1 (% of imports),United States,20.7
Nicaragua,2015,Major trading partner 1 (% of imports),United States,18
Nicaragua,2020,Major trading partner 1 (% of imports),United States,28.4
Nicaragua,2010,Major trading partner 2 (% of exports),El Salvador,10.7
Nicaragua,2015,Major trading partner 2 (% of exports),El Salvador,5.6
Nicaragua,2020,Major trading partner 2 (% of exports),El Salvador,5.6
Nicaragua,2010,Major trading partner 2 (% of imports),China,8.7
Nicaragua,2015,Major trading partner 2 (% of imports),China,14.4
Nicaragua,2020,Major trading partner 2 (% of imports),China,12.8
Nicaragua,2010,Major trading partner 3 (% of exports),Mexico,2.8
Nicaragua,2015,Major trading partner 3 (% of exports),Mexico,11.1
Nicaragua,2020,Major trading partner 3 (% of exports),Mexico,5.6
Nicaragua,2010,Major trading partner 3 (% of imports),Mexico,7.7
Nicaragua,2015,Major trading partner 3 (% of imports),Mexico,10.4
Nicaragua,2020,Major trading partner 3 (% of imports),Mexico,10
Niger,2010,Major trading partner 1 (% of exports),Thailand,1.2
Niger,2015,Major trading partner 1 (% of exports),Thailand,1.1
Niger,2020,Major trading partner 1 (% of exports),Thailand,14
Niger,2010,Major trading partner 1 (% of imports),China,43.8
Niger,2015,Major trading partner 1 (% of imports),China,23
Niger,2020,Major trading partner 1 (% of imports),China,21.5
Niger,2010,Major trading partner 2 (% of exports),France,9
Niger,2015,Major trading partner 2 (% of exports),France,38.4
Niger,2020,Major trading partner 2 (% of exports),France,13.6
Niger,2010,Major trading partner 2 (% of imports),France,11
Niger,2015,Major trading partner 2 (% of imports),France,31.7
Niger,2020,Major trading partner 2 (% of imports),France,20.8
Niger,2010,Major trading partner 3 (% of exports),Switzerland,15.6
Niger,2015,Major trading partner 3 (% of exports),Switzerland,5.3
Niger,2020,Major trading partner 3 (% of exports),Switzerland,13.5
Niger,2010,Major trading partner 3 (% of imports),Thailand,0.9
Niger,2015,Major trading partner 3 (% of imports),Thailand,3.2
Niger,2020,Major trading partner 3 (% of imports),Thailand,8.5
Nigeria,2010,Major trading partner 1 (% of exports),India,10.5
Nigeria,2015,Major trading partner 1 (% of exports),India,17.3
Nigeria,2020,Major trading partner 1 (% of exports),India,15.4
Nigeria,2010,Major trading partner 1 (% of imports),China,16.6
Nigeria,2015,Major trading partner 1 (% of imports),China,23.3
Nigeria,2020,Major trading partner 1 (% of imports),China,25.5
Nigeria,2010,Major trading partner 2 (% of exports),Spain,3.3
Nigeria,2015,Major trading partner 2 (% of exports),Spain,9.5
Nigeria,2020,Major trading partner 2 (% of exports),Spain,9.9
Nigeria,2010,Major trading partner 2 (% of imports),India,5.4
Nigeria,2015,Major trading partner 2 (% of imports),India,6.1
Nigeria,2020,Major trading partner 2 (% of imports),India,12
Nigeria,2010,Major trading partner 3 (% of exports),Netherlands,4.5
Nigeria,2015,Major trading partner 3 (% of exports),Netherlands,11.8
Nigeria,2020,Major trading partner 3 (% of exports),Netherlands,9.1
Nigeria,2010,Major trading partner 3 (% of imports),United States,17.9
Nigeria,2015,Major trading partner 3 (% of imports),United States,8.7
Nigeria,2020,Major trading partner 3 (% of imports),United States,9.9
North Macedonia,2010,Major trading partner 1 (% of exports),Germany,21.3
North Macedonia,2015,Major trading partner 1 (% of exports),Germany,44
North Macedonia,2020,Major trading partner 1 (% of exports),Germany,47.2
North Macedonia,2010,Major trading partner 1 (% of imports),United Kingdom,5.2
North Macedonia,2015,Major trading partner 1 (% of imports),United Kingdom,9.7
North Macedonia,2020,Major trading partner 1 (% of imports),United Kingdom,15.6
North Macedonia,2010,Major trading partner 2 (% of exports),Serbia,21.2
North Macedonia,2015,Major trading partner 2 (% of exports),Serbia,8.9
North Macedonia,2020,Major trading partner 2 (% of exports),Serbia,7.9
North Macedonia,2010,Major trading partner 2 (% of imports),Germany,11.2
North Macedonia,2015,Major trading partner 2 (% of imports),Germany,12.6
North Macedonia,2020,Major trading partner 2 (% of imports),Germany,10.7
North Macedonia,2010,Major trading partner 3 (% of exports),Bulgaria,8.8
North Macedonia,2015,Major trading partner 3 (% of exports),Bulgaria,6
North Macedonia,2020,Major trading partner 3 (% of exports),Bulgaria,4.7
North Macedonia,2010,Major trading partner 3 (% of imports),Serbia,8.1
North Macedonia,2015,Major trading partner 3 (% of imports),Serbia,8.1
North Macedonia,2020,Major trading partner 3 (% of imports),Serbia,7.8
Northern Mariana Islands,2010,Major trading partner 1 (% of exports),Areas nes,91.1
Northern Mariana Islands,2015,Major trading partner 1 (% of exports),Areas nes,91.1
Northern Mariana Islands,2020,Major trading partner 1 (% of exports),Areas nes,91.6
Northern Mariana Islands,2010,Major trading partner 1 (% of imports),Areas nes,66.2
Northern Mariana Islands,2015,Major trading partner 1 (% of imports),Areas nes,66.1
Northern Mariana Islands,2020,Major trading partner 1 (% of imports),Areas nes,69.7
Northern Mariana Islands,2010,Major trading partner 2 (% of exports),"China, Hong Kong SAR",0.3
Northern Mariana Islands,2015,Major trading partner 2 (% of exports),"China, Hong Kong SAR",3.3
Northern Mariana Islands,2020,Major trading partner 2 (% of exports),"China, Hong Kong SAR",6
Northern Mariana Islands,2010,Major trading partner 2 (% of imports),Republic of Korea,4.3
Northern Mariana Islands,2015,Major trading partner 2 (% of imports),Republic of Korea,2.8
Northern Mariana Islands,2020,Major trading partner 2 (% of imports),Republic of Korea,7.3
Northern Mariana Islands,2010,Major trading partner 3 (% of exports),Republic of Korea,0.6
Northern Mariana Islands,2015,Major trading partner 3 (% of exports),Republic of Korea,0.7
Northern Mariana Islands,2020,Major trading partner 3 (% of exports),Republic of Korea,1.3
Northern Mariana Islands,2010,Major trading partner 3 (% of imports),Singapore,5.6
Northern Mariana Islands,2015,Major trading partner 3 (% of imports),Singapore,2.9
Northern Mariana Islands,2020,Major trading partner 3 (% of imports),Singapore,6.6
Norway,2010,Major trading partner 1 (% of exports),United Kingdom,27.5
Norway,2015,Major trading partner 1 (% of exports),United Kingdom,20.1
Norway,2020,Major trading partner 1 (% of exports),United Kingdom,17.4
Norway,2010,Major trading partner 1 (% of imports),China,8.5
Norway,2015,Major trading partner 1 (% of imports),China,10.5
Norway,2020,Major trading partner 1 (% of imports),China,12.1
Norway,2010,Major trading partner 2 (% of exports),Germany,11.1
Norway,2015,Major trading partner 2 (% of exports),Germany,17.8
Norway,2020,Major trading partner 2 (% of exports),Germany,11.7
Norway,2010,Major trading partner 2 (% of imports),Germany,12.3
Norway,2015,Major trading partner 2 (% of imports),Germany,11.3
Norway,2020,Major trading partner 2 (% of imports),Germany,11.5
Norway,2010,Major trading partner 3 (% of exports),Netherlands,11.9
Norway,2015,Major trading partner 3 (% of exports),Netherlands,11
Norway,2020,Major trading partner 3 (% of exports),Netherlands,9.9
Norway,2010,Major trading partner 3 (% of imports),Sweden,14
Norway,2015,Major trading partner 3 (% of imports),Sweden,11.5
Norway,2020,Major trading partner 3 (% of imports),Sweden,10.7
Oman,2010,Major trading partner 1 (% of exports),Areas nes,16.8
Oman,2015,Major trading partner 1 (% of exports),Areas nes,3.4
Oman,2020,Major trading partner 1 (% of exports),Areas nes,65.3
Oman,2010,Major trading partner 1 (% of imports),United Arab Emirates,28.4
Oman,2015,Major trading partner 1 (% of imports),United Arab Emirates,13.6
Oman,2020,Major trading partner 1 (% of imports),United Arab Emirates,45.9
Oman,2010,Major trading partner 2 (% of exports),United Arab Emirates,11.6
Oman,2015,Major trading partner 2 (% of exports),United Arab Emirates,11.8
Oman,2020,Major trading partner 2 (% of exports),United Arab Emirates,6.9
Oman,2010,Major trading partner 2 (% of imports),China,4.8
Oman,2015,Major trading partner 2 (% of imports),China,12.9
